DIGITALIZACIJA,"pretvarjanje analognega signala v digitalnega",,
"DIGITALNA URA","ura, ki kaže čas s številkami",,
DIGLOSIJA,"dvojezičje (lingv.)",,
DIGNE,"glavno mesto departmaja Alpes-de-Haute, Francija",,
"DIGNE LES BAINS","mesto v Franciji",,
DIGNITETA,"dostojanstvenost, častitljivost (knjiž.)",,
DIGRESIJA,"odmik od glavnega, bistvenega",,
DIH,"film Boža šprajca iz leta 1983",,
DIH,"proces izmenjave plinov med organizmom in okoljem, pri katerem telo sprejema kisik in izloča ogljikov dioksid",,
DIHALKA,"parni organ pri ribah",,
DIHALKA,"plastična ali gumijasta cevka, namenjena dihanju med potapljanjem z masko",,
DIHALNICA,"odprtina za dihanje pri žuželkah (zool.)",,
DIHALNIK,"odprtina ali vhod, prek katerega se izmenjujeta jamski in zunanji zrak, pogosto na kraškem površju ali v jami (geogr.)",,vpis
DIHALO,"dihalni organ",,
DIHEDRAL,"kot med krilom in horizontalno ravnino na letalih s fiksnimi krili (aer.)",,
DIHIBRID,"križanec rastlin ali živali, ki se razlikujejo v dveh dednih lastnostih (biol.)",,
DIHLJAJ,"enkraten sprejem zraka v pljuča in njegovo iztisnjenje",,
DIHLJAJ,"iz pljuč iztisnjeni zrak",,
DIHNIK,"rastlina s celimi ali pernato razdeljenimi listi in drobnimi cvetovi (bot.)",,
DIHOTOMIJA,"delitev, razdeljenost na dvoje (knjiž.)",,
DIHUR,"zver iz družine kun",,
DIHURJEVINA,"dihurje krzno",,
DIHURNICA,"past za dihurje",,
DIJAK,"učenec srednje šole ali gimnazije, običajno starejši od 15 let, ki se izobražuje za poklicno kvalifikacijo ali maturo",,vpis
DIJAKINJA,"učenka srednje šole",,
DIJAKONOV,"ruski zgodovinar, jezikoslovec in prevajalec - Igor Mihajlovič (1915†1999)",,
DIJAKOVAC,"naselje pri Grubišnem Polju, Hrvaška",,
DIJANA,"žensko osebno ime",,
DIJANEŠ,"naselje pri Vrbovcu, Hrvaška",,
DIJANKOVEC,"naselje pri Križevcih, Hrvaška",,
"DIJAŠKI DOM","srednješolski internat",,
DIJAŠTVO,dijaki,,
DIJKSTRA,"nizozemska umetnostna drsalka - Sjoukje (1942-) (nekd.)",,
DIJKSTRA,"nizozemski fizik - Edsger (1930†2002)",,
DIJON,"glavno mesto departmaja Côte-d'Or, Francija",,
DIKA,"(v grški mitologiji) boginja človeške pravice",,
DIKA,"okras (zastar.)",,
DIKA,"slava, odličnost (zastar.)",,perplexity
DIKASTERIJ,"starogrško porotno sodišče, sodni zbor",,
DIKAVA,"naselje pri Surdulici, Srbija",,
DIKCIJA,"izreka, izgovarjava",,
DIKCIONAR,"besednjak, slovar (zastar.)",,
DIKE,"(v grški mitologiji) hči Zevsa in Temide, zaščitnica prava in sodišč",,
DIKETON,"spojina z dvema karbonilnima skupinama, dion (kem.)",,
DIKLIĆ,"srbski igralec - Bogdan (1953-), (Sod smodnika)",,
DIKLIĆI,"naselje pri Višnjanu, Istra, Hrvaška",,
DIKLO,"naselje pri Zadru, Hrvaška",,
DIKLOFENAK,"zdravilo, ki se uporablja za zmanjšanje vnetij, kot analgetik in antipiretik (farm.)",,
DIKOLON,"kitica iz dveh vrst verzov",,
DIKOTILEDONE,"dvokaličnice (biol.)",,
DIKOUDIS,"grški košarkar - Dimos (1977-) (nekd.)",,
DIKROIZEM,"lastnost kristalov, da svetlobo v različnih smereh različno vpijajo (fiz.)",,
DIKROMAT,"sol, nastala iz dveh molekul kromata (kem.)",,
DIKROSKOP,"priprava za preizkus rudnin glede dikroizma (mont.)",,
DIKTAFON,"naprava ali programska oprema, namenjena za snemanje govora oziroma zvoka, ki se kasneje lahko posluša ali pretvori v besedilo (teh.)",,
DIKTAT,"narekovanje, narek",,
DIKTAT,"zapoved, zahteva, ukaz",,
DIKTATOR,"nosilec neomejene oblasti v starem Rimu (zgod.)",,
DIKTATOR,"oblasten, samovoljen vladar",,
DIKTATORICA,"ženska oseba z absolutno, neomejeno oblastjo v politični ureditvi, kjer vlada brez demokratičnih omejitev ali soglasja ljudstva",,vpis
DIKTATORKA,"oblastna, samovoljna vladarka",,
DIKTATORSTVO,"samovoljnost, diktatura",,
DIKTATURA,"oblast, ki je ne omejujejo nobeni zakoni in se opira neposredno na silo",,
DIKTIS,"(v grški mitologiji) kentaver, udeleženec boja med kentavri in Lapiti",,
DIKTONIUS,"švedsko-finski pesnik in skladatelj - Elmer (1896†1961)",,
DILA,"deska ali plošča iz lesa, pogosto uporabljena za različne gradbene ali gospodinjske namene (pog.)",2026-03-19,vpis
DILA,"podstrešje, prostor pod streho, kjer so pogosto shranjena živila, na primer suho meso (nar.)",,
DILACERACIJA,"raztrganina (med.)",,
DILATACIJA,"presledek v gradbenem objektu, narejen zaradi raztezanja ali posedanja (grad.)",,
DILATACIJA,"večanje dolžine, površine ali prostornine telesa zaradi toplote, npr. dilatacija mostov ali tračnic (fiz.)",,vpis
DILATACIJA,"širjenje, razširjanje prostornine votlega organa (med.)",,
DILATATOR,"priprava za širjenje telesnih vodov in votlin",,
DILATOMETER,"natančna naprava za merjenje sprememb dimenzij materiala zaradi temperature, časa ali drugih dejavnikov (fiz.)",,vpis
DILATON,"domnevni delec, ki se pojavlja v teoriji strun",,
DILATORIJ,"odložilna odločba, sodba (jur.)",,
DILCA,"smučka (pog.)",,
DILCE,"obcestno naselje zahodno od Postojne",,
DILEMA,"situacija, v kateri moramo izbrati med vsaj dvema možnostma, pri čemer imajo obe možnosti pomembne, a nezdružljive posledice ali pomanjkljivosti",,
DILETANT,"kdor opravlja kako delo brez potrebne izobrazbe, znanja (slabš.)",,
DILETANT,"kdor se iz veselja, nepoklicno ukvarja s čim",,
DILETANTIZEM,"površno, nestrokovno ukvarjanje z umetnostjo, znanostjo ali katero koli drugo stroko (slabš.)",2026-03-29,vpis
DILETANTKA,"ženska, ki opravlja kako delo brez potrebne izobrazbe, znanja (slabš.)",,
DILETANTKA,"ženska, ki se iz veselja, nepoklicno ukvarja s čim",,
DILETANTSTVO,"opravljanje kakega dela brez potrebne izobrazbe, znanja (slabš.)",,
DILI,"glavno mesto Vzhodnega Timorja, Filipini",,
DILICI,"gručasto naselje vzhodno od Šmarij na Primorskem",,
DILIŽANSA,"poštna kočija, ki je bila v uporabi predvsem v začetku 18. stoletja",,
DILJ,"panonski osamelec v Slavoniji in Posavini, Hrvaška",,perplexity
DILKE,"britanski državnik - Charles Wentworth (1843†1911)",,
DILL,"nemški slikar - Ludwig (1848†1940)",,
DILLARD,"ameriška pisateljica - Annie (1945-)",,
DILLARD,"ameriški atlet, tekač na kratke proge - Harrison (1923†2019)",,
DILLEN,"belgijski nacionalistični politik - Karel (1925†2007)",,
DILLENBURG,"mesto v zvezni deželi Hessen, Nemčija",,
DILLENIUS,"britanski botanik - Johann Jakob (1687†1747)",,
DILLER,"ameriška igralka - Phyllis (1917†2012)",,
DILLINGEN,"mesto in okrožje v zvezni deželi Bavarska, Nemčija",,
DILLINGER,"ameriški bančni ropar - John (1903†1934)",,
DILLIS,"nemški slikar - Johann Georg von (1759†1841)",,
DILLMAN,"ameriški igralec - Bradford (1930†2018), (Izsiljevalec)",,
DILLON,"ameriška igralka - Melinda (1939†2023), (Pot do slave)",,
DILLON,"ameriški igralec - Kevin (1965-), (Pobeg iz Absoloma)",,
DILLON,"ameriški igralec - Matt (1964-), (Lepa dekleta)",,
DILLON,"irski nacionalistični politik - John (1851†1927)",,
DILOGIJA,"dvoumni govor",,
DILTHEY,"nemški filozof - Wilhelm (1833†1911)",,
DILUVIJ,"ledena doba",,
DIM,"plini, ki nastajajo pri zgorevanju",,
DIMA,"temno siva krava (nar.)",,
DIMAS,"albansko-grški dvigalec uteži - Piros (1971-) (nekd.)",,
DIMBSTHAL,"naselje in občina v departmaju Bas-Rhin, Francija",,
DIME,"novec za deset centov v ZDA",,perplexity
DIMEK,"gorska rastlina z rumenimi cvetovi (bot.)",,
DIMELJNICA,"parna kost medenice v dimljah (anat.)",,
DIMENZIJA,"število linearno neodvisnih vektorjev oziroma moč baze (geom.)",,
DIMENZIONALNOST,"značilnost dimenzionalnega, razsežnost (knjiž.)",,
DIMER,"kemijska spojina, ki nastane iz dveh enakih ali podobnih monomerov, povezanih s kovalentnimi ali drugimi vezmi (kem.)",,vpis
DIMERKAPROL,"protisredstvo pri zastrupitvi z s kovinami, kot so arzen, živo srebro in zlato (farm.)",,
DIMETER,"verz iz dveh enakih metričnih enot",,
DIMIC,"slovenska ekonomistka in političarka - Iva (1972-)",,
DIMIC,"slovenska inženirka kemijske tehnologije in političarka - Simona  (1969-)",,
DIMIC,"slovenski fizik - Viktor (1934-)",,
DIMIC,"slovenski telovadec - Alen (1984-)",,
DIMIC,"slovenski telovadec - Mario (1984-)",,
DIMIJE,"tradicionalno žensko oblačilo, ki je bilo v preteklosti razširjeno na območju Balkana pod vplivom Otomanskega cesarstva",2026-03-23,vpis
DIMINIĆ,"hrvaški kipar - Josip (1937†2019)",,
DIMINUENDO,"s pojemajočim glasom, pojemajoče (muz.)",,
DIMITRIADI,"grška pevka - Maria (1950†2009)",,
DIMITRIJ,"moško osebno ime",,
DIMITRIJ,"ruski plemič, sin Ivana Groznega (1582†1591)",,
DIMITRIJEVIĆ,"bosanski slikar - Vojo (1910†1980)",,
DIMITRIJEVIĆ,"slovenski zdravnik, nevrolog - Milan (1931-)",,
DIMITRIJEVIĆ,"srbska igralka - Mila (1877†1972)",,
DIMITRIJEVIĆ,"srbska pisateljica in pesnica - Jelena (1862†1945), (Fati-sultan)",,
DIMITRIJEVIĆ,"srbski arheolog - Stojan (1928†1981)",,
DIMITRIJEVIĆ,"srbski zgodovinar - Stevan (1866†1953)",,
DIMITROV,"bolgarski nogometaš - Velizar (1979-) (nekd.)",,
DIMITROV,"bolgarski politik - Filip (1955-)",,
DIMITROV,"bolgarski politik, premier - Georgi (1882†1949)",,
DIMITROV,"srbska pesnica - Ivošević, Ljubica (1880†1933), (Napred)",,
DIMITROVA,"bolgarska atletinja, tekačica čez ovire - Svetlana (1970-) (nekd.)",,
DIMITROVA,"bolgarska operna pevka, sopranistka - Gena (1941†2005)",,
DIMITROVA,"bolgarska pesnica in političarka, podpredsednica - Blaga (1922†2003)",,
DIMITROVGRAD,"mesto na jugu Bolgarije ob reki Marici",,
DIMITROVIĆ,"hrvaški pesnik - Nikola (ok. 1510†1553)",,
DIMITROVSKA,"makedonsko-hrvaška pevka - Ljupka (1946†2016)",,
DIMITROVSKI,"makedonski jezikoslovec in literarni zgodovinar - Todor (1922†2000)",,
DIMITROVSKI,"slovenska upravnica in političarka - Maja (1975-)",,
DIMITZ,"slovenski gozdar in narodno gospodarski delavec - Ludvik (1842†1912)",,
DIMITZ,"slovensko-nemški zgodovinar - Avgust (1827†1886)",,
DIMIĆ,"hrvaška revolucionarka in narodna junakinja - Nada (1923†1942)",,
DIMIĆ,"srbska igralka in pisateljica - Mila (1902†1942)",,
DIMIĆ,"srbski igralec - Mihailo (1838†1942)",,
DIMKA,"temno siva krava (nar.)",2026-04-13,vpis
DIMLJE,"spodnji del trupa med trebuhom in stegni (anat.)",,
DIMNICA,"prostor za prekajevanje mesa",,
DIMNICE,"urejena kraška jama pri Markovščini",,
DIMNIK,"del kurišča, skozi katerega izhajajo dimni plini",,
DIMNIKAR,"poklic, ki ga opravlja oseba, zaposlena s čiščenjem, pregledovanjem in vzdrževanjem dimnikov",,vpis
DIMNIKARICA,"dimnikarjeva žena (star.)",,
DIMNIKARSTVO,"dimnikarska obrt",,
DIMNJAK,"prekajevalnica, dimnica (zastar.)",,
DIMNJAČA,"glavni stanovanjski prostor z odprtim ognjiščem na Koroškem",,
DIMOLINE,"britanski artilerijski brigadir - Harry Kenneth (1903†1972)",,
DIMOLINE,"britanski general - William Alfred (1897†1965)",,
DIMOLOVEC,"priprava na vrhu dimnika, ki zadržuje saje",,
DIMONA,"mesto na jugu Izraela",,
DIMORFIJA,"dvoličnost, dimorfizem (min.)",,
DIMORFIZEM,"dvoličnost, dimorfija (min.)",,
DIMOTIKI,"novogrški jezik",,
DIMOV,"bolgarski pisatelj - Dimitar (1909†1966)",,
DIMOVIĆ,"hrvaški pisatelj in pesnik - Đuro (1872†1966), (Baš Čelik)",,
DIMOVIĆ,"hrvaški politik in publicist - Danilo (1875†1951)",,
DIMOVOD,"cev ali kanal za odvajanje dima (grad.)",,
DIMOVSKI,"makedonski politični delavec - Ilija, Goče (1909†1961)",,
DIMOVSKI,"slovenski ekonomist in politik - Vlado (1960-)",,
DIN,"enota za občutljivost fotografskega materiala (fot.)",,perplexity
DIN,"kratica za Nemški inštitut za standardizacijo (Deutsches Institut für Normung), ki določa tehnične pravila in standarde za najrazličnejše izdelke in procese",2026-04-17,vpis
DINA,"biblijska oseba, Jakobova in Lijina hči",,perplexity
DINA,"enota za merjenje sile (fiz.)",,
DINA,"žensko osebno ime",,
DINAJPUR,"mesto na severu Bangladeša, ob reki Punarbhaba",,
DINAMIKA,"nauk o gibanju teles pod vplivom sil (fiz.)",,
DINAMIKA,"razgibanost, gibanje",,
DINAMIKA,"spreminjanje jakosti tonov pri izvajanju (muz.)",,
DINAMIT,"kemični eksploziv, močnejši od črnega smodnika. Bazira na podlagi eksplozivnega potenciala nitroglicerina, z diatomejsko zemljo kot absorbidentom",,
DINAMITAR,"kdor lovi ribe z metanjem dinamita (rib.)",,
DINAMITAR,"kdor se ukvarja z razstreljevanjem z dinamitom (žarg.)",,
DINAMITARSTVO,"lovljenje rib z metanjem dinamita (žarg.)",,
DINAMIZEM,"dinamika, živahnost ali silovitost gibanja, razvoja ali delovanja (knjiž.)",,vpis
DINAMIZEM,"nazor, da je sila vzrok razvoja (filoz.)",,
DINAMIČNA'APNEJA,"tekmovalna disciplina, pri kateri poskuša potapljač z enim vdihom preplavati čim daljšo razdaljo pod vodno gladino (šport.), (dve besedi)",,vpis
DINAMIČNOST,"značilnost dinamičnega",,
DINAMO,"električni generator, ki mehansko energijo (vrtenje) spreminja v enosmerni električni tok (elektr.)",2026-03-25,vpis
DINAMO,"hrvaški nogometni klub iz Zagreba",,
DINAMO,"ruski nogometni klub iz Moskve",,
DINAMO,"ukrajinski nogometni klub iz Kijeva",,
DINAMOGRAF,"dinamometer, na katerega je priključena priprava za merjenje moči mišice (teh.)",,
DINAMOMETER,"priprava za merjenje jakosti sile, silomer (teh.)",,
DINAN,"turistično mesto v francoskem departamju Câte-du-Nord",,perplexity
DINANT,"slikovito mestece v Belgiji ob reki Meuse, znano po svoji bogati zgodovini, arhitekturi in čudoviti naravi",,
DINAR,"alžirska denarna enota",,
DINAR,"iraška denarna enota",,
DINAR,"jordanska denarna enota",,
DINAR,"jugoslovanska denarna enota (nekdaj)",,perplexity
DINAR,"kuvajtska denarna enota",,
DINAR,"tunizijska denarna enota",,
DINARA,"planota v Dalmaciji, Hrvaška (1913 m)",,Perplexity
DINARD,"mesto v departmaju Ille-et-Vilaine, Francija",,
DINAREC,"pripadnik dinarske rase",,
DINARID,"pripadnik dinarske rase",,
DINART,"francoski rokometaš - Didier (1977-) (nekd.)",,
DINAST,"član dinastije, tiste družine, ki ima dedno oblast ali vpliv",,
DINASTIJA,"vladarska hiša, rodovina",,
DINBERGS,"latvijski politik in diplomat - Anatols (1911†1993)",,
DINDARI,"keltsko pleme, ki je živelo v dolini reke Neretve v sedanji Bosni in Hercegovini",,
DINDIGUL,"mesto v zvezni državi Tamil Nadu, Indija",,
DINE,"ameriški slikar - Jim (1935-)",,
DINE,"glavni dnevni obrok hrane v Franciji",,perplexity
DINE,"slovesno kosilo ali večerja (knjiž.)",,
DINESCU,"romunski pesnik - Mircea (1950-)",,
DINESEN,"psevdonim danske pisateljice Karen Blixen - Isak (1885†1962)",,
DINEV,"bolgarski rokoborec - Nikola (1953†2019)",,
DINGAČ,"črno vino po izvoru s Pelješca, Hrvaška",,
"DINGAČKI ŠKOLJ","majhen nenaseljen otoček v Jadranskem morju, Hrvaška",,
DINGELSTEDT,"nemški pisatelj - Franz von (1814†1881)",,
DINGELSTÄDT,"mesto v zvezni deželi Turingija, Nemčija",,
DINGEŠTRAJER,"stroj za trosenje gnoja, gnojil, trosilnik (nar.)",,
DINGLE,"britanski astrofizik - Herbert (1890†1978)",,
DINGO,"avstralski divji pes (zool.)",,
DINGO,"avstralski igralec - Ernie (1956-)",,
DINGOLFING,"mesto in okrožje v zvezni deželi Bavarska, Nemčija",,
"DINGOLFING LANDAU","okrožje v zvezni deželi Bavarska, Nemčija",,
DINGSHEIM,"naselje in občina v departmaju Bas-Rhin, Francija",,
DINGWALL,"mesto v grofiji Highland, Škotska",,
DINH,"12. cesar dinastije Nguyễn v Vietnamu, ki je vladal med letoma 1916 in 1925 - Khai (1885†1925)",,vpis
DINI,"italijanski politik, nekdanji premier - Lamberto (1931-)",,
DINIS,"portugalski kralj (1261†1325)",,
DINITZ,"izraelski diplomat - Simcha (1929†2003)",,
DINIZ,"brazilski voznik formule 1 - Pedro (1970-) (nekd.)",,perplexity
DINIĆ,"srbski zgodovinar - Mihailo (1899†1970)",,
DINJA,"kulturna rastlina iz družine bučnic z rumenim sladkim sadom",,
DINJEVAC,"naselje pri Pitomači, Hrvaška",,
DINJIŠKA,"manjše naselje s pristanom v istoimenskem zalivu na otoku Pagu, Hrvaška",,Perplexity
DINKELSBÜHL,"mesto v zvezni deželi Bavarska, Nemčija",,
DINKLAGE,"mesto v zvezni deželi Spodnja Saška, Nemčija",,
DINKO,"moško osebno ime",,
DINO,"moško osebno ime",,
DINOFITI,"rdečerjave alge",,
DINORSIS,"vrsta izumrle, noju podobne ptice (pal.)",,
DINOS,"slovensko podjetje za predelavo odpadkov",,perplexity
DINOTERIJ,"vrsta velikega sesalca iz pliocena (pal.)",,
DINOZAVER,"prevladujoča skupina kopenskih živali, ki so kraljevale na Zemlji v obdobju mezozoika  (pal.)",2026-04-10,vpis
DINOŠA,"naselje pri Podgorici, Črna Gora",,
DINSHEIM,"naselje in občina v departmaju Bas-Rhin, Francija",,
DINSLAKEN,"mesto v zvezni deželi Severno Porenje-Vestfalija, Nemčija",,
DINSMORE,"ameriški igralec - Bruce (1965-) (Tujec v hiši)",,
DINU,"romunska rokometašica, vratarka - Luminita (1971-) (nekd.)",,
DINU,"romunska slikarka - Margareta Wechsler """"Medi"""" (1908†2016)",,
DINULOVIĆ,"srbski igralec - Svetislav (1855†1923)",,
DINUR,"izraelski zgodovinar, pedagog in politik - Ben Zion (1884†1973)",,
DINŠO,"naselje v osrčju gorovja Bale na nadmorski višini 3207 m, Etiopija",,
DIO,"britanski glasbenik (Black Sabbath) - Ronnie (1942†2010)",,perplexity
DIODA,"elektronski element z dvema priključkoma, anodo in katodo (elektr.)",,
DIODATI,"švicarski kalvinistični teolog in prevajalec - Giovanni (1576†1649)",,
DIODOR,"grški zgodovinar (ok. 90 pr. n. š.†20 pr. n. š.), Diodoros",,
DIODOROS,"grški zgodovinar (ok. 90 pr. n. š.†20 pr. n. š.), Diodor",,
DIOFANT,"grški matematik (ok. 210†ok. 290)",,
DIOGEN,"antični grški filozof, kinik (ok. 412 pr. n. š.†323 pr. n. š.)",,
DIOGU,"nigerijski košarkar - Ikechukwu Somtochukwu """"Ike"""" (1983-)",,
DIOKLECIJAN,"rimski cesar - Gaj Avrelij Valerij (245†313)",,perplexity
"DIOKLECIJANOVA PALAČA","najpomembnejši antični spomenik v Dalmaciji",,
DIOKSID,"spojina enega atoma elementa z dvema atomoma kisika",,
DIOKSIN,"zelo strupena spojina, ki se pridobiva sintetično (kem.)",,
DIOLA,"etnična skupina, ki živi predvsem v južnem delu Senegala (regija Casamance), pa tudi v Gambiji in Gvineji-Bissau",,
DIOLEN,"nemško poliestrno vlakno ali tkanina (tekst.)",,
DIOLKOS,"tlakovana prevozna pot, ki je omogočila ladjam prevoz po kopnem čez Korintsko ožino (nekdaj)",,
DIOMED,"(v grški mitologiji) trojanski junak, ki je ranil boga Aresa",,
DIOMEDES,"(v grški mitologiji) trojanski junak, ki je ranil boga Aresa",,
DION,"drugo ime organske spojine diketon",,
DION,"kanadska pevka - Celine (1968-)",,
DIONA,"(v grški mitologiji) Zevsova žena in mati Afrodite",,
DIONA,"eden od osemnajstih Saturnovih satelitov",,
DIONISI,"italijanski igralec - Stefano (1966-), (Tek naproti)",,
DIONISIO,"italijanska igralka - Silvia (1951-)",,
DIONISIO,"mesto v zvezni državi Minas Gerais, Brazilija",,
DIONISIUS,"rimski astrolog in menih - Exiguus (ok. 500†556)",,
DIONIZ,"(v grški mitologiji) sin Zevsa in Semele, bog vina, plodnosti in veselja",,perplexity
DIONIZIJ,"sirakuški tiran (430 pr. n. š. †367 pr. n. š.)",,
DIONIZIJE,"slavje v čast boga Dioniza pri starih Grkih",,
DIONNE,"kanadski igralec hokeja na ledu - Marcel (1951-) (nekd.)",,
DIONNE,"kanadski zgodovinar - Narcisse-Eutrope (1848†1917)",,
DIOP,"senegalski košarkar - DeSagana N'gagne (1982-), (nekd.)",,perplexity
DIOP,"senegalski pesnik - David (1927†1960)",,
DIOP,"senegalski pisatelj in pesnik - Birago (1906†1989)",,
DIOPITES,"atenski vedeževalec in vojskovodja",,
DIOPTER,"vizirna priprava z luknjicami (fiz.)",,
DIOPTRIJA,"optična merska enota za merjenje lomnosti očalnih leč (fiz.)",,
DIOR,"francoski modni oblikovalec - Christian (1905†1957)",,perplexity
DIORAMA,"mesto v zvezni državi Goias, Brazilija",,
DIORAMA,"prostor z živalmi, rastlinami, prikazanimi tako, kot živijo v naravi",,
DIORAMA,"prozorna slika, ki daje občutek resničnosti",,
DIORIT,"vulkanska kamnina (petr.)",,
DIORTOZA,"urejanje, uravnavanje udov (med.)",,
DIOSKUR,"neločljiv tovariš (knjiž.)",,
DIOSKURID,"grški zdravnik (ok. 20† )",,
DIOSKURJA,"(v grški mitologiji) naziv za Kastorja in Poluksa, Zevsova sinova",,
DIOTIMA,"antična grška svečenica ali literarni lik iz Platona, ki v delu Simpozij razlaga Sokratu teorijo ljubezni kot stopnjevanje proti nesmrtnosti prek lepote in dobrega",,vpis
DIOUF,"francoski nogometaš - El-Hadji (1981-), (nekd.)",,
DIOUF,"senegalski politik, nekdanji predsednik - Abdou (1935-)",,
DIOUMASSI,"francoski košarkar - Makan (1972-) (nekd.)",,
DIOURBEL,"mesto na zahodu Senegala",,
DIOŠ,"naselje pri Končanici, Hrvaška",,
DIPEPTID,"peptidna molekula, ki nastane z reakcijo dveh aminokislin (kem.)",,
DIPIETRO,"ameriški podjetnik in politik - Santo """"Sam"""" (1934†2016)",,
DIPLAKUZIJA,"dvojni sluh (med.)",,
DIPLE,"ljudski pihalni instrument z dvojno piščaljo in mehom (etn.)",,
DIPLEGIJA,"ohromitev somernih delov telesa (med.)",,
DIPLODOK,"izumrli orjaški plazilec iz mezozoika",,
DIPLOID,"organizem, ki ima v somatskih celicah po dva homologna kromosoma (biol.)",,
DIPLOKOK,"skupina dveh kokov (biol.)",,
DIPLOMA,"dokument o uspešnem dokončanju višje ali visoke šole",,
DIPLOMA,"srednjeveška listina o podelitvi kake pravice, časti, naslova, posesti (zgod.)",,
DIPLOMA,"zaključni izpit na višji ali visoki šoli",,
DIPLOMACIJA,"uglajenost, previdnost, spretnost",,
DIPLOMACIJA,"ukvarjanje z mednarodno politiko",,
DIPLOMANT,"kdor je diplomiral",,
DIPLOMANTKA,"ženska, ki je diplomirala",,
DIPLOMAT,"kdor zna spretno ravnati z ljudmi (ekspr.)",,
DIPLOMAT,"uradna oseba, ki zastopa neko državo v tujini",,
DIPLOMATIKA,"veda o srednjeveških listinah",,perplexity
DIPLOMATIČNOST,"značilnost človeka, ki zna spretno ravnati z ljudmi",,
DIPLOMATKA,"ženska, ki zastopa neko državo v tujini",,
DIPLOMATKA,"ženska, ki zna spretno ravnati z ljudmi (ekspr.)",,
DIPLOMATSTVO,"spretno, okoliščinam ustrezno ravnanje",,
DIPLOMIRANEC,"kdor je diplomiral",,
DIPLOPIJA,"dvojni vid (med.)",,
DIPODIJA,"verz iz dveh enakih metričnih enot",,
DIPOL,"par enako velikih, a nasprotno predznačenih električnih nabojev na majhni razdalji",,
DIPONEGORO,"indonezijski narodni junak - Pangeran (1785†1855)",,
DIPPOLDISWALDE,"mesto v zvezni deželi Saška, Nemčija",,
DIPSOMANIJA,"občasna bolezenska nagnjenost k pitju alkohola (med.)",,
DIPTAM,"dišeča rastlina z rožnatimi cvetovi",,
DIPTERA,"red žuželk, poznan tudi kot dvokrilci, ki vključuje muhe, komarje in sorodne vrste.(zool.)",,perplexity
DIPTEROS,"starogrško svetišče, obdano s stebri (arhit.)",,
DIPTIH,"dvodelna poslikana ali reliefna podoba, ki se zapira kot knjiga (um.)",,
DIPTIH,"dvokrilna pisalna tablica pri Grkih in Rimljanih",,
DIR,"zelo hiter tek oziroma bežanje",,perplexity
DIRA,"preprost, nizek kmečki voz z ravno nakladalno ploskvijo, ki nima stranic (lojtric), (pog.)",2026-04-11,vpis
DIRAC,"britanski fizik - Paul Adrien Maurice, nobelovec leta 1933 (1902†1984)",,
DIRAC,"britanski matematik - Gabriel Andrew (1925†1984)",,
DIRAE,"(v grški mitologiji) boginja maščevanja",,
"DIRCE REIS","mesto v zvezni državi Sao Paulo, Brazilija",,
"DIRE DAWA","mesto v regiji Harar, Etiopija",,
"DIRE STRAITS","britanska glasbena skupina (nekd.)",,
DIREKCIJA,"ravnateljstvo, vodstvo, uprava (nekdaj)",,
DIREKT,"udarec pri boksu (šport.)",,
DIREKTIVA,"smernica, navodilo za ravnanje",,
DIREKTIVNOST,"značilnost direktivnega",,
DIREKTNOST,"značilnost direktnega, neposrednost",,
DIREKTOR,"samorodnica, samorodna trta (agr.)",,
DIREKTOR,"uslužbenec ali oseba, ki vodi podjetje, zavod, ustanovo ali organizacijo",,perplexity
"DIREKTOR FILMA","odgovorna oseba pri snemanju kakega filma (film.), (dve besedi)",,vpis
"DIREKTOR FOTOGRAFIJE","filmski strokovnjak, ki je odgovoren za kakovost posnetkov (film.), (dve besedi)",,perplexity
DIREKTORAT,"upravna enota oziroma ustanova, ki znotraj ministrstva ali druge državne institucije izvaja in nadzoruje dejavnosti na določenem, zaokroženem področju",2026-04-18,vpis
DIREKTORICA,"uslužbenka, ki vodi podjetje, zavod ali ustanovo",,
DIREKTORIJ,"izvršilna oblast med francosko revolucijo",,
DIREKTORIJ,"skupina vodilnih ljudi",,
DIREKTORSTVO,"služba direktorja, ravnateljstvo",,
DIREKTRISA,"vrsta premice, vodnica (mat.)",,
DIRENDAJ,"hrup, vrvež, vpitje (ekspr.)",,
DIRHAM,"maroška denarna enota",,
DIRHAM,"sirski drobiž",,
DIRIA,"tanzanijski politik, zunanji minister - Ahmed Hassan (1937†2005)",,
DIRICHLET,"nemški matematik - Johann Peter Gustav Lejeune (1805†1859)",,
DIRIGENT,"umetniški vodja orkestra, zbora",,
DIRIGENTKA,"ženska, ki umetniško vodi orkester, zbor",,
DIRIGENTSTVO,"dejavnost dirigentov",,
DIRIGIRANOST,"pojav vodenja, usmerjanja",,
DIRIŽABEL,"zračno plovilo lažje od zraka, napolnjeno z plinom, z okroglim ali valjastim trupom in propelerskim pogonom",,vpis
DIRJAČ,"dirkalni konj",,
DIRKA,"(v grški mitologiji) žena tebanskega kralja Likosa",,
DIRKA,"tekmovanje v hitrostni vožnji ali jahanju, pogosto v kontekstu avtomobilizma, kolesarstva ali konjskih dirk",,vpis
DIRKALIŠČE,"posebno urejen prostor za dirke",,
DIRKAČ,"dirkalni konj",,
DIRKAČ,"tekmovalec v hitrostni vožnji ali jahanju",,
DIRNDL,"ženska obleka v slogu tirolske noše",,
DIRSCHAU,"nemško ime poljskega mesta Tczew",,
